line 9 3 3c70000000000000
line 9 4 3fd9999999999982
line 9 5 0000000000000000
line 9 6 3fd2492492492480
line 9 7 3c70000000000000
line 9 8 3fcc71c71c71c6fe
line 9 9 bc60000000000000
line 9 10 3fc745d1745d172a
line 9 11 0000000000000000
line 9 12 3fc3b13b13b13af9
line 9 13 0000000000000000
line 9 14 3fc11111111110f8
line 9 15 3c60000000000000
line 9 16 3fbe1e1e1e1e1dee
line 9 17 0000000000000000
node 10 0 bfef2a3e062af2da
weight 10 0 3fb1115f8b62dc15
node 10 1 bfebae995e9cb2f7
weight 10 1 3fc32138c878eff4
node 10 2 bfe5bdb9228de194
weight 10 2 3fcc0b059d00bc30
node 10 3 bfdbbcc009016ad8
weight 10 3 3fd13baa7a559bf8
node 10 4 bfc30e507891e272
weight 10 4 3fd2e9de7014d6f1
node 10 5 3fc30e507891e272
weight 10 5 3fd2e9de7014d6f1
node 10 6 3fdbbcc009016ad8
weight 10 6 3fd13baa7a559bf8
node 10 7 3fe5bdb9228de194
weight 10 7 3fcc0b059d00bc30
node 10 8 3febae995e9cb2f7
weight 10 8 3fc32138c878eff4
node 10 9 3fef2a3e062af2da
weight 10 9 3fb1115f8b62dc15
line 10 0 3fffffffffffffff
line 10 1 bc80000000000000
line 10 2 3fe5555555555555
line 10 3 0000000000000000
line 10 4 3fd99999999999a1
line 10 5 3c70000000000000
line 10 6 3fd249249249249b
line 10 7 0000000000000000
line 10 8 3fcc71c71c71c730
line 10 9 0000000000000000
line 10 10 3fc745d1745d175b
line 10 11 0000000000000000
line 10 12 3fc3b13b13b13b28
line 10 13 bc60000000000000
line 10 14 3fc1111111111124
line 10 15 0000000000000000
line 10 16 3fbe1e1e1e1e1e44
line 10 17 0000000000000000
line 10 18 3fbaf286bca1af4b
line 10 19 0000000000000000
square 1 0 0 4010000000000000
square 1 0 1 0000000000000000
square 1 1 0 0000000000000000
square 1 1 1 0000000000000000
square 4 0 0 4010000000000000
square 4 0 1 0000000000000000
square 4 0 2 3ff5555555555555
square 4 0 3 0000000000000000
square 4 1 0 0000000000000000
square 4 1 1 0000000000000000
square 4 1 2 0000000000000000
square 4 1 3 0000000000000000
square 4 2 0 3ff5555555555555
square 4 2 1 0000000000000000
square 4 2 2 3fdc71c71c71c71c
square 4 2 3 0000000000000000
square 4 3 0 0000000000000000
square 4 3 1 0000000000000000
square 4 3 2 0000000000000000
square 4 3 3 0000000000000000
square 9 0 0 4010000000000005
square 9 0 1 0000000000000000
square 9 0 2 3ff555555555555f
square 9 0 3 bc80000000000000
square 9 0 4 3fe99999999999a7
square 9 0 5 bc70000000000000
square 9 1 0 0000000000000000
square 9 1 1 0000000000000000
square 9 1 2 0000000000000000
square 9 1 3 0000000000000000
square 9 1 4 0000000000000000
square 9 1 5 0000000000000000
square 9 2 0 3ff555555555555e
square 9 2 1 0000000000000000
square 9 2 2 3fdc71c71c71c72d
square 9 2 3 0000000000000000
square 9 2 4 3fd111111111111b
square 9 2 5 0000000000000000
square 9 3 0 0000000000000000
square 9 3 1 0000000000000000
square 9 3 2 0000000000000000
square 9 3 3 0000000000000000
square 9 3 4 0000000000000000
square 9 3 5 0000000000000000
square 9 4 0 3fe99999999999a7
square 9 4 1 0000000000000000
square 9 4 2 3fd111111111111c
square 9 4 3 0000000000000000
square 9 4 4 3fc47ae147ae1488
square 9 4 5 0000000000000000
square 9 5 0 0000000000000000
square 9 5 1 0000000000000000
square 9 5 2 0000000000000000
square 9 5 3 0000000000000000
square 9 5 4 0000000000000000
square 9 5 5 0000000000000000
square 16 0 0 4010000000000001
square 16 0 1 bc80000000000000
square 16 0 2 3ff5555555555555
square 16 0 3 3c80000000000000
square 16 0 4 3fe999999999999b
square 16 0 5 bc60000000000000
square 16 0 6 3fe2492492492492
square 16 0 7 0000000000000000
square 16 1 0 3c70000000000000
square 16 1 1 bc70000000000000
square 16 1 2 0000000000000000
square 16 1 3 0000000000000000
square 16 1 4 bc60000000000000
square 16 1 5 0000000000000000
square 16 1 6 0000000000000000
square 16 1 7 0000000000000000
square 16 2 0 3ff5555555555555
square 16 2 1 0000000000000000
square 16 2 2 3fdc71c71c71c71c
square 16 2 3 0000000000000000
square 16 2 4 3fd1111111111110
square 16 2 5 0000000000000000
square 16 2 6 3fc8618618618618
square 16 2 7 3c60000000000000
square 16 3 0 0000000000000000
square 16 3 1 0000000000000000
square 16 3 2 0000000000000000
square 16 3 3 0000000000000000
square 16 3 4 0000000000000000
square 16 3 5 0000000000000000
square 16 3 6 0000000000000000
square 16 3 7 0000000000000000
square 16 4 0 3fe999999999999a
square 16 4 1 3c60000000000000
square 16 4 2 3fd1111111111111
square 16 4 3 0000000000000000
square 16 4 4 3fc47ae147ae147a
square 16 4 5 0000000000000000
square 16 4 6 3fbd41d41d41d420
square 16 4 7 0000000000000000
square 16 5 0 0000000000000000
square 16 5 1 0000000000000000
square 16 5 2 0000000000000000
square 16 5 3 0000000000000000
square 16 5 4 0000000000000000
square 16 5 5 0000000000000000
square 16 5 6 0000000000000000
square 16 5 7 0000000000000000
square 16 6 0 3fe2492492492492
square 16 6 1 0000000000000000
square 16 6 2 3fc8618618618616
square 16 6 3 0000000000000000
square 16 6 4 3fbd41d41d41d41f
square 16 6 5 0000000000000000
square 16 6 6 3fb4e5e0a72f053c
square 16 6 7 0000000000000000
square 16 7 0 0000000000000000
square 16 7 1 0000000000000000
square 16 7 2 0000000000000000
square 16 7 3 0000000000000000
square 16 7 4 0000000000000000
square 16 7 5 0000000000000000
square 16 7 6 0000000000000000
square 16 7 7 0000000000000000
square 25 0 0 400ffffffffffff7
square 25 0 1 bc70000000000000
square 25 0 2 3ff555555555554e
square 25 0 3 bc9c000000000000
square 25 0 4 3fe9999999999992
square 25 0 5 bc60000000000000
square 25 0 6 3fe249249249248c
square 25 0 7 bc82000000000000
square 25 0 8 3fdc71c71c71c713
square 25 0 9 3c50000000000000
square 25 1 0 3c60000000000000
square 25 1 1 0000000000000000
square 25 1 2 0000000000000000
square 25 1 3 3c60000000000000
square 25 1 4 bc60000000000000
square 25 1 5 3c60000000000000
square 25 1 6 3c50000000000000
square 25 1 7 3c50000000000000
square 25 1 8 3c50000000000000
square 25 1 9 bc50000000000000
square 25 2 0 3ff5555555555550
square 25 2 1 3c80000000000000
square 25 2 2 3fdc71c71c71c710
square 25 2 3 3c60000000000000
square 25 2 4 3fd1111111111109
square 25 2 5 bc50000000000000
square 25 2 6 3fc861861861860f
square 25 2 7 3c50000000000000
square 25 2 8 3fc2f684bda12f5f
square 25 2 9 0000000000000000
square 25 3 0 bc70000000000000
square 25 3 1 bc60000000000000
square 25 3 2 3c60000000000000
square 25 3 3 3c50000000000000
square 25 3 4 0000000000000000
square 25 3 5 bc50000000000000
square 25 3 6 3c50000000000000
square 25 3 7 0000000000000000
square 25 3 8 0000000000000000
square 25 3 9 0000000000000000
square 25 4 0 3fe9999999999990
square 25 4 1 bc70000000000000
square 25 4 2 3fd111111111110a
square 25 4 3 bc70000000000000
square 25 4 4 3fc47ae147ae1473
square 25 4 5 3c60000000000000
square 25 4 6 3fbd41d41d41d412
square 25 4 7 0000000000000000
square 25 4 8 3fb6c16c16c16c0e
square 25 4 9 0000000000000000
square 25 5 0 0000000000000000
square 25 5 1 bc60000000000000
square 25 5 2 3c50000000000000
square 25 5 3 0000000000000000
square 25 5 4 0000000000000000
square 25 5 5 0000000000000000
square 25 5 6 0000000000000000
square 25 5 7 0000000000000000
square 25 5 8 0000000000000000
square 25 5 9 bc40000000000000
square 25 6 0 3fe249249249248c
square 25 6 1 bc50000000000000
square 25 6 2 3fc861861861860f
square 25 6 3 0000000000000000
square 25 6 4 3fbd41d41d41d411
square 25 6 5 0000000000000000
square 25 6 6 3fb4e5e0a72f0532
square 25 6 7 bc40000000000000
square 25 6 8 3fb041041041040a
square 25 6 9 0000000000000000
square 25 7 0 0000000000000000
square 25 7 1 0000000000000000
square 25 7 2 0000000000000000
square 25 7 3 0000000000000000
square 25 7 4 0000000000000000
square 25 7 5 0000000000000000
square 25 7 6 0000000000000000
square 25 7 7 0000000000000000
square 25 7 8 0000000000000000
square 25 7 9 0000000000000000
square 25 8 0 3fdc71c71c71c715
square 25 8 1 0000000000000000
square 25 8 2 3fc2f684bda12f5f
square 25 8 3 0000000000000000
square 25 8 4 3fb6c16c16c16c0c
square 25 8 5 0000000000000000
square 25 8 6 3fb041041041040a
square 25 8 7 0000000000000000
square 25 8 8 3fa948b0fcd6e9d7
square 25 8 9 0000000000000000
square 25 9 0 0000000000000000
square 25 9 1 0000000000000000
square 25 9 2 0000000000000000
square 25 9 3 0000000000000000
square 25 9 4 0000000000000000
square 25 9 5 0000000000000000
square 25 9 6 0000000000000000
square 25 9 7 0000000000000000
square 25 9 8 0000000000000000
square 25 9 9 0000000000000000
triangle 0 0 3fe0000000000000
triangle 0 1 3fc5555555555555
triangle 0 2 3fb5555555555555
triangle 1 0 3fc5555555555555
triangle 1 1 3fa5555555555555
triangle 2 0 3fb5555555555555
